transaction_id,wallet_id,merchant_id,amount_cents,currency,status,decline_reason,payment_method,created_at
tx_00063520,w_005164,m_0061,4767,EUR,authorized,,card,2025-08-31 06:37:14
tx_00018365,w_001487,m_0192,22424,EUR,declined,issuer_limit_exceeded,sdd,2025-10-19 09:06:31
tx_00021227,w_001726,m_0268,2023,EUR,authorized,,sdd,2025-12-22 19:43:08
tx_00057205,w_004672,m_0192,18458,EUR,authorized,,sdd,2025-11-29 07:27:25
tx_00061271,w_004993,m_0062,3998,EUR,authorized,,card,2025-10-17 04:16:29
tx_00032743,w_002665,m_0155,4290,EUR,authorized,,card,2025-11-17 00:39:42
tx_00056842,w_004639,m_0011,6265,EUR,authorized,,sdd,2025-09-09 04:02:15
tx_00013462,w_001086,m_0306,1158,EUR,authorized,,sdd,2025-09-10 03:33:06
tx_00038893,w_003139,m_0093,15529,EUR,authorized,,sdd,2025-12-22 11:39:50
tx_00055923,w_004568,m_0181,4189,EUR,authorized,,sdd,2025-11-02 10:57:23
tx_00035935,w_002911,m_0038,3439,EUR,authorized,,sdd,2025-12-21 07:41:59
tx_00050233,w_004090,m_0004,1622,EUR,authorized,,card,2025-07-21 11:14:46
tx_00041179,w_003317,m_0175,1873,EUR,authorized,,card,2025-10-02 22:43:25
tx_00045765,w_003706,m_0027,3537,EUR,declined,issuer_limit_exceeded,sdd,2025-04-04 01:24:47
tx_00010388,w_000845,m_0079,5070,EUR,authorized,,sdd,2025-09-30 22:54:32
tx_00025679,w_002104,m_0191,8979,EUR,declined,insufficient_funds,sdd,2025-12-28 19:02:00
tx_00016250,w_001307,m_0277,2556,EUR,authorized,,sdd,2025-11-20 11:42:34
tx_00046987,w_003808,m_0056,11977,EUR,authorized,,sdd,2025-12-12 15:36:42
tx_00055140,w_004502,m_0031,5043,EUR,authorized,,sdd,2025-10-14 10:05:18
tx_00015421,w_001242,m_0189,14376,EUR,refunded,,card,2025-12-29 14:22:23
tx_00045454,w_003676,m_0239,18805,EUR,authorized,,card,2025-11-28 16:52:17
tx_00047517,w_003856,m_0310,4439,EUR,authorized,,card,2025-07-27 00:26:09
tx_00053460,w_004359,m_0034,4773,EUR,declined,do_not_honor,card,2025-12-17 11:16:13
tx_00073346,w_005952,m_0296,3426,EUR,authorized,,card,2025-04-13 19:47:20
tx_00027511,w_002245,m_0144,6234,EUR,authorized,,card,2025-10-04 17:21:32
tx_00054608,w_004458,m_0027,11003,EUR,authorized,,sdd,2025-08-24 06:14:52
tx_00046266,w_003744,m_0162,2182,EUR,authorized,,sdd,2025-06-01 05:48:21
tx_00014592,w_001178,m_0152,7853,EUR,authorized,,sdd,2025-08-19 13:43:46
tx_00028577,w_002327,m_0199,11701,EUR,authorized,,sdd,2025-11-18 21:42:50
tx_00030887,w_002508,m_0020,4487,EUR,authorized,,card,2025-11-06 18:36:34
tx_00067344,w_005495,m_0065,3566,EUR,authorized,,sdd,2025-09-17 12:47:21
tx_00037134,w_002998,m_0102,2887,EUR,authorized,,sdd,2025-12-19 14:52:47
tx_00026690,w_002185,m_0035,1224,EUR,authorized,,sdd,2025-04-04 12:07:56
tx_00073684,w_005982,m_0119,7941,EUR,authorized,,sdd,2025-11-10 07:36:32
tx_00007116,w_000575,m_0089,15205,EUR,authorized,,sdd,2025-08-31 09:54:26
tx_00011629,w_000950,m_0160,5416,EUR,authorized,,card,2025-11-26 23:00:54
tx_00069089,w_005631,m_0259,3679,EUR,authorized,,sdd,2025-10-13 23:12:31
tx_00048997,w_003988,m_0180,5368,EUR,authorized,,card,2025-08-24 22:00:49
tx_00014211,w_001148,m_0189,26243,EUR,authorized,,card,2025-11-25 23:10:48
tx_00031733,w_002588,m_0278,28341,EUR,declined,do_not_honor,card,2025-10-28 15:34:17
tx_00064550,w_005257,m_0088,17873,EUR,authorized,,sdd,2025-06-18 02:12:12
tx_00067665,w_005517,m_0257,2542,EUR,authorized,,sdd,2025-07-19 05:01:18
tx_00056517,w_004615,m_0147,16765,EUR,authorized,,sdd,2025-12-27 05:46:31
tx_00006817,w_000553,m_0021,2162,EUR,authorized,,card,2025-04-30 22:14:19
tx_00068040,w_005545,m_0222,4236,EUR,authorized,,sdd,2025-05-28 06:16:30
tx_00050042,w_004076,m_0313,17291,EUR,authorized,,sdd,2025-12-14 01:01:13
tx_00066469,w_005423,m_0182,4237,EUR,authorized,,card,2025-12-21 10:24:40
tx_00035158,w_002849,m_0287,8870,EUR,authorized,,card,2025-09-08 05:18:46
tx_00011770,w_000958,m_0203,4700,EUR,declined,insufficient_funds,sdd,2025-05-20 22:19:43
tx_00020879,w_001699,m_0266,1042,EUR,declined,insufficient_funds,sdd,2025-12-18 12:23:04
tx_00019551,w_001597,m_0143,1891,EUR,authorized,,sdd,2025-12-19 15:24:43
tx_00031913,w_002600,m_0234,2540,EUR,refunded,,card,2025-11-14 19:04:55
tx_00026423,w_002162,m_0238,3215,EUR,authorized,,sdd,2025-08-20 15:59:38
tx_00013321,w_001073,m_0014,3170,EUR,authorized,,card,2025-09-30 05:07:37
tx_00044411,w_003586,m_0099,2275,EUR,authorized,,sdd,2025-11-10 17:19:04
tx_00067095,w_005476,m_0101,8918,EUR,reversed,,card,2025-12-18 11:24:15
tx_00053730,w_004384,m_0028,2449,EUR,authorized,,card,2025-08-03 03:47:08
tx_00013688,w_001105,m_0092,74940,EUR,authorized,,sdd,2025-12-30 22:18:23
tx_00016966,w_001376,m_0123,4848,EUR,authorized,,card,2025-12-27 13:47:06
tx_00050383,w_004101,m_0003,8172,EUR,authorized,,sdd,2025-12-14 05:16:11
tx_00068112,w_005552,m_0297,2450,EUR,authorized,,sdd,2025-06-12 15:09:49
tx_00051059,w_004153,m_0096,14081,EUR,authorized,,sdd,2025-07-16 09:48:51
tx_00046727,w_003787,m_0317,8396,EUR,authorized,,sdd,2025-11-08 22:28:41
tx_00074424,w_9477578,m_0144,5300,EUR,authorized,,card,2025-05-07 13:29:26
tx_00018786,w_001529,m_0186,1011,EUR,authorized,,sdd,2025-10-15 17:09:14
tx_00024032,w_001957,m_0105,5880,EUR,authorized,,sdd,2025-10-16 23:08:38
tx_00027746,w_002262,m_0141,2332,EUR,authorized,,sdd,2025-08-07 12:09:08
tx_00070908,w_005769,m_0043,3380,EUR,declined,,card,2025-04-13 21:24:00
tx_00047317,w_003839,m_0276,2680,EUR,authorized,,card,2025-11-29 18:24:23
tx_00009199,w_000742,m_0298,46234,EUR,authorized,,sdd,2025-08-30 13:51:55
tx_00041393,w_003335,m_0075,6082,EUR,refunded,,sdd,2025-10-04 07:17:40
tx_00015763,w_001269,m_0035,6693,EUR,authorized,,card,2025-03-13 20:24:18
tx_00041919,w_003373,m_0247,879,EUR,authorized,,sdd,2025-11-04 02:01:54
tx_00019459,w_001588,m_0092,12683,EUR,authorized,,card,2025-03-18 17:24:26
tx_00045596,w_003693,m_0127,7919,EUR,authorized,,card,2025-10-18 19:50:26
tx_00044364,w_003583,m_0106,7905,EUR,declined,card_expired,card,2025-12-19 03:32:16
tx_00051146,w_004157,m_0037,2119,EUR,authorized,,sdd,2025-12-09 03:18:40
tx_00025231,w_002060,m_0050,11306,EUR,authorized,,card,2025-08-30 20:24:44
tx_00030601,w_002485,m_0186,564,EUR,authorized,,card,2025-11-30 18:34:57
tx_00007653,w_000613,m_0262,82923,EUR,authorized,,sdd,2025-10-12 22:37:39
tx_00022056,w_001789,m_0136,16406,EUR,authorized,,card,2025-12-14 17:49:58
tx_00054368,w_004440,m_0209,27439,EUR,declined,issuer_limit_exceeded,sdd,2025-08-07 10:13:05
tx_00064938,w_005291,m_0140,13425,EUR,authorized,,sdd,2025-12-23 18:16:27
tx_00050462,w_004108,m_0131,4244,EUR,authorized,,card,2025-08-28 12:55:51
tx_00059020,w_004815,m_0216,53815,EUR,authorized,,sdd,2025-12-02 15:37:56
tx_00027802,w_002265,m_0173,5765,EUR,authorized,,sdd,2025-12-18 04:05:20
tx_00021474,w_001745,m_0229,5195,EUR,authorized,,card,2025-07-12 20:29:59
tx_00001978,w_000183,m_0155,6016,EUR,authorized,,card,2025-10-15 01:57:46
tx_00007531,w_000604,m_0133,4105,EUR,authorized,,card,2025-09-18 06:39:05
tx_00070842,w_005766,m_0048,2652,EUR,authorized,,card,2025-12-25 04:38:08
tx_00050784,w_004134,m_0050,16571,EUR,authorized,,sdd,2025-10-20 16:07:20
tx_00018349,w_001486,m_0121,4362,EUR,authorized,,sdd,2025-11-19 02:24:27
tx_00034506,w_002799,m_0203,4133,EUR,authorized,,sdd,2025-12-05 15:38:29
tx_00058127,w_004751,m_0264,3729,EUR,authorized,,card,2025-08-25 05:26:47
tx_00073595,w_005969,m_0253,907,EUR,authorized,,sdd,2025-07-29 05:36:32
tx_00061419,w_005005,m_0174,6023,EUR,authorized,,card,2025-10-19 23:06:37
tx_00029623,w_002410,m_0167,7086,EUR,authorized,,sdd,2025-10-15 06:24:17
tx_00004423,w_000361,m_0065,8636,EUR,authorized,,sdd,2025-09-01 04:48:22
tx_00008150,w_000651,m_0194,10228,EUR,authorized,,sdd,2025-02-18 13:46:55
tx_00054754,w_004473,m_0215,14920,EUR,authorized,,sdd,2025-11-17 11:42:56
tx_00053171,w_004333,m_0094,3938,EUR,authorized,,card,2025-11-14 20:10:06
tx_00056290,w_004593,m_0092,48929,EUR,declined,,card,2025-08-30 20:53:07
tx_00054038,w_004410,m_0162,5885,EUR,authorized,,sdd,2025-09-15 23:48:30
tx_00046737,w_003787,m_0087,3932,EUR,authorized,,sdd,2025-12-24 16:14:01
tx_00001097,w_000097,m_0272,22811,EUR,authorized,,sdd,2025-12-18 05:42:37
tx_00048993,w_003988,m_0087,5759,EUR,authorized,,card,2025-11-13 18:50:34
tx_00037449,w_003033,m_0286,80394,EUR,authorized,,card,2025-11-10 12:13:09
tx_00038079,w_003082,m_0099,4230,EUR,authorized,,card,2025-05-05 10:44:55
tx_00012341,w_001001,m_0203,1089,EUR,authorized,,card,2025-12-11 15:33:48
tx_00031392,w_002557,m_0297,6098,EUR,authorized,,sdd,2025-09-30 17:58:47
tx_00015502,w_001249,m_0231,4612,EUR,authorized,,sdd,2025-11-08 22:03:41
tx_00009676,w_000783,m_0079,7594,EUR,authorized,,sdd,2025-07-05 02:49:28
tx_00002088,w_000191,m_0234,4258,EUR,authorized,,card,2025-06-11 03:05:13
tx_00008845,w_000708,m_0046,83680,EUR,declined,insufficient_funds,sdd,2025-12-18 06:01:40
tx_00055459,w_004529,m_0132,4856,EUR,authorized,,card,2025-12-06 00:47:34
tx_00064636,w_005265,m_0179,8757,EUR,authorized,,sdd,2025-11-24 19:11:21
tx_00030446,w_002473,m_0042,10328,EUR,authorized,,sdd,2025-12-10 04:39:19
tx_00062510,w_005088,m_0285,13218,EUR,authorized,,card,2025-11-14 16:48:05
tx_00009018,w_000726,m_0204,3902,EUR,declined,suspected_fraud,sdd,2025-10-01 03:54:17
tx_00025622,w_002098,m_0170,7462,EUR,authorized,,card,2025-04-09 01:37:46
tx_00017662,w_001432,m_0314,3565,EUR,authorized,,sdd,2025-12-17 15:53:13
tx_00030090,w_002448,m_0229,6462,EUR,authorized,,sdd,2025-09-24 11:22:53
tx_00042225,w_003399,m_0314,5013,EUR,declined,,card,2025-04-03 07:42:07
tx_00003483,w_000295,m_0196,14150,EUR,declined,issuer_limit_exceeded,card,2025-11-25 21:40:48
tx_00017154,w_001389,m_0049,5523,EUR,authorized,,card,2025-12-06 09:30:14
tx_00012277,w_000997,m_0215,4291,EUR,authorized,,sdd,2025-10-02 14:14:23
tx_00029384,w_002390,m_0262,68680,EUR,authorized,,sdd,2025-07-29 17:17:29
tx_00004523,w_000369,m_0112,4269,EUR,declined,,card,2025-12-17 04:22:27
tx_00028128,w_002287,m_0044,5245,EUR,declined,insufficient_funds,sdd,2025-11-18 10:43:22
tx_00033463,w_002716,m_0035,7872,EUR,authorized,,sdd,2025-08-13 03:22:45
tx_00057329,w_004686,m_0230,8696,EUR,authorized,,card,2025-05-31 13:41:49
tx_00041049,w_003300,m_0143,8503,EUR,authorized,,sdd,2025-06-17 03:34:22
tx_00064772,w_005276,m_0165,10217,EUR,authorized,,sdd,2025-05-08 20:46:13
tx_00033083,w_002688,m_0107,13505,EUR,authorized,,card,2025-12-11 20:08:53
tx_00058275,w_004758,m_0244,8047,EUR,authorized,,sdd,2025-09-13 13:04:02
tx_00009399,w_000762,m_0079,2937,EUR,authorized,,card,2025-12-03 19:51:47
tx_00014268,w_001153,m_0106,11625,EUR,authorized,,sdd,2025-05-24 06:22:09
tx_00015876,w_001276,m_0302,6230,EUR,authorized,,card,2025-06-30 00:45:13
tx_00067250,w_005489,m_0147,13000,EUR,authorized,,sdd,2025-10-01 05:09:18
tx_00042811,w_003451,m_0213,2773,EUR,declined,do_not_honor,card,2025-12-14 12:25:53
tx_00035937,w_002911,m_0053,1553,EUR,declined,suspected_fraud,sdd,2025-12-27 23:14:22
tx_00018398,w_001493,m_0251,11629,EUR,authorized,,sdd,2025-09-05 15:10:21
tx_00012772,w_001033,m_0224,5846,EUR,authorized,,sdd,2025-11-22 21:08:17
tx_00067369,w_005497,m_0136,5162,EUR,authorized,,sdd,2025-09-09 12:59:50
tx_00041100,w_003305,m_0267,6255,EUR,authorized,,card,2025-09-06 03:02:32
tx_00012502,w_001012,m_0163,15974,EUR,authorized,,sdd,2025-09-16 09:13:50
tx_00012629,w_001021,m_0001,7396,EUR,authorized,,sdd,2025-11-10 21:17:40
tx_00036041,w_002918,m_0159,3632,EUR,authorized,,sdd,2025-10-03 04:22:31
tx_00023898,w_001947,m_0154,4975,EUR,authorized,,sdd,2025-08-09 21:18:04
tx_00002059,w_000188,m_0207,1072,EUR,authorized,,sdd,2025-05-11 18:37:00
tx_00071434,w_005809,m_0196,2892,EUR,declined,card_expired,card,2025-12-04 14:58:01
tx_00010202,w_000829,m_0185,12622,EUR,authorized,,sdd,2025-12-24 05:43:04
tx_00027668,w_002256,m_0017,1392,EUR,declined,insufficient_funds,sdd,2025-06-14 23:33:44
tx_00051316,w_004174,m_0281,7921,EUR,declined,,card,2025-11-30 19:58:14
tx_00000128,w_000011,m_0017,5516,EUR,authorized,,card,2025-11-21 18:51:18
tx_00062057,w_005055,m_0161,1060,EUR,authorized,,sdd,2025-12-11 18:26:18
tx_00039211,w_003164,m_0302,6480,EUR,authorized,,card,2025-03-12 04:34:22
tx_00005928,w_000482,m_0101,7705,EUR,authorized,,sdd,2025-12-02 13:41:56
tx_00064905,w_005288,m_0164,1159,EUR,authorized,,card,2025-12-13 04:54:36
tx_00034137,w_002768,m_0137,10693,EUR,authorized,,sdd,2025-06-11 16:12:06
tx_00052142,w_004250,m_0221,4976,EUR,authorized,,sdd,2025-06-19 09:29:38
tx_00004550,w_000370,m_0233,4400,EUR,authorized,,sdd,2025-12-29 00:09:51
tx_00015840,w_001274,m_0064,2512,EUR,authorized,,card,2025-12-28 22:44:14
tx_00003602,w_000305,m_0151,8208,EUR,declined,do_not_honor,sdd,2025-11-10 21:48:19
tx_00020290,w_001656,m_0037,1242,EUR,authorized,,card,2025-11-26 15:20:26
tx_00002802,w_000250,m_0300,10778,EUR,authorized,,card,2025-10-30 08:04:56
tx_00055947,w_004569,m_0104,14147,EUR,authorized,,sdd,2025-12-13 11:02:14
tx_00061166,w_004986,m_0245,3577,EUR,authorized,,sdd,2025-12-07 16:30:32
tx_00046320,w_003749,m_0192,11708,EUR,authorized,,card,2025-12-20 00:20:45
tx_00030082,w_002448,m_0027,5499,EUR,authorized,,sdd,2025-12-27 23:00:45
tx_00006722,w_000543,m_0104,10479,EUR,authorized,,sdd,2025-09-10 15:25:25
tx_00002639,w_000234,m_0110,11125,EUR,authorized,,sdd,2025-12-06 16:00:32
tx_00029765,w_002422,m_0085,20021,EUR,refunded,,sdd,2025-11-11 08:13:35
tx_00065558,w_005345,m_0029,7126,EUR,authorized,,card,2025-06-22 16:51:18
tx_00055655,w_004548,m_0084,10925,EUR,authorized,,card,2025-12-06 13:23:39
tx_00014535,w_001173,m_0252,25299,EUR,authorized,,card,2025-12-28 15:48:09
tx_00010419,w_000846,m_0311,1546,EUR,authorized,,sdd,2025-10-11 21:06:54
tx_00030067,w_002447,m_0157,1611,EUR,authorized,,card,2025-09-01 02:24:21
tx_00069093,w_005631,m_0001,1062,EUR,authorized,,sdd,2025-08-31 08:20:55
tx_00010999,w_000899,m_0071,1287,EUR,refunded,,sdd,2025-12-28 06:51:31
tx_00069340,w_005649,m_0199,2253,EUR,authorized,,sdd,2025-12-23 13:53:00
tx_00019382,w_001582,m_0217,22538,EUR,authorized,,card,2025-11-09 15:00:34
tx_00007604,w_000610,m_0203,1375,EUR,authorized,,sdd,2025-12-19 20:12:16
tx_00025915,w_002120,m_0310,5666,EUR,authorized,,card,2025-10-22 05:18:55
tx_00062917,w_005120,m_0114,1310,EUR,authorized,,card,2025-10-19 02:15:04
tx_00018122,w_001468,m_0184,1813,EUR,authorized,,sdd,2025-05-31 21:55:52
tx_00002734,w_000242,m_0028,14866,EUR,reversed,,card,2025-10-07 06:17:26
tx_00034303,w_002783,m_0139,3103,EUR,authorized,,card,2025-10-02 22:29:10
tx_00007811,w_000623,m_0231,3142,EUR,authorized,,sdd,2025-11-12 22:28:31
tx_00034118,w_002767,m_0210,2945,EUR,authorized,,sdd,2025-09-16 14:00:30
tx_00068046,w_005545,m_0170,1839,EUR,authorized,,sdd,2025-10-26 06:59:49
tx_00005849,w_000477,m_0263,2738,EUR,refunded,,sdd,2025-09-10 22:00:59
tx_00013751,w_001109,m_0175,1009,EUR,refunded,,sdd,2025-09-10 22:21:42
tx_00047580,w_003861,m_0255,3020,EUR,authorized,,card,2025-09-17 05:48:09
tx_00043424,w_003503,m_0035,7204,EUR,authorized,,sdd,2025-12-02 11:48:37
tx_00036418,w_002943,m_0232,2751,EUR,authorized,,sdd,2025-09-08 20:47:27
tx_00039339,w_003174,m_0249,1917,EUR,declined,do_not_honor,card,2025-09-01 16:05:15
tx_00061340,w_005001,m_0225,2638,EUR,authorized,,card,2025-10-15 00:14:47
tx_00029965,w_002438,m_0134,9329,EUR,authorized,,card,2025-12-16 17:40:56
tx_00008935,w_000720,m_0092,70059,EUR,authorized,,sdd,2025-11-23 15:15:18
tx_00054451,w_004449,m_0158,4865,EUR,authorized,,card,2025-10-14 09:27:04
tx_00032666,w_002660,m_0263,4416,EUR,authorized,,sdd,2025-12-18 13:51:31
tx_00051307,w_004173,m_0061,2173,EUR,authorized,,sdd,2025-07-23 16:04:15
tx_00006601,w_000528,m_0208,16193,EUR,authorized,,sdd,2025-04-25 21:16:22
tx_00004671,w_000384,m_0239,2182,EUR,authorized,,card,2025-10-22 07:35:31
tx_00013729,w_001107,m_0029,6693,EUR,reversed,,card,2025-11-19 23:19:22
tx_00062755,w_005105,m_0303,6397,EUR,authorized,,sdd,2025-11-20 10:42:56
tx_00011134,w_000909,m_0185,17888,EUR,authorized,,sdd,2025-03-04 03:35:25
tx_00001376,w_000122,m_0077,2326,EUR,authorized,,sdd,2025-05-20 20:15:14
tx_00070845,w_005766,m_0193,8893,EUR,authorized,,card,2025-09-04 01:14:40
tx_00019147,w_001559,m_0034,7851,EUR,authorized,,sdd,2025-10-30 03:16:58
tx_00017341,w_001403,m_0078,18616,EUR,authorized,,sdd,2025-11-24 01:57:05
tx_00071820,w_005835,m_0190,4766,EUR,authorized,,card,2025-06-25 12:16:58
tx_00003981,w_000332,m_0282,8860,EUR,authorized,,card,2025-09-02 03:29:54
tx_00025333,w_002070,m_0195,21984,EUR,authorized,,sdd,2025-12-31 19:16:45
tx_00009485,w_000769,m_0297,5478,EUR,authorized,,sdd,2025-11-25 23:30:51
tx_00035145,w_002848,m_0293,7116,EUR,authorized,,card,2025-10-07 19:00:10
tx_00050019,w_004074,m_0110,9735,EUR,authorized,,card,2025-10-08 06:42:39
tx_00062391,w_005080,m_0155,7184,EUR,authorized,,card,2025-11-26 02:17:10
tx_00036359,w_002940,m_0030,3036,EUR,authorized,,card,2025-11-22 22:03:30
tx_00009668,w_000780,m_0078,37559,EUR,refunded,,card,2025-12-20 21:21:23
tx_00036150,w_002923,m_0131,1894,EUR,refunded,,sdd,2025-08-07 22:30:17
tx_00064768,w_005275,m_0224,15759,EUR,declined,issuer_limit_exceeded,sdd,2025-12-29 20:00:00
tx_00036189,w_002927,m_0205,9177,EUR,authorized,,sdd,2025-10-27 15:31:59
tx_00035264,w_002856,m_0206,1844,EUR,declined,,card,2025-10-19 13:10:16
tx_00073606,w_005972,m_0280,60608,EUR,reversed,,sdd,2025-07-17 22:07:18
tx_00019681,w_001606,m_0038,2069,EUR,authorized,,sdd,2025-09-01 14:19:46
tx_00014432,w_001164,m_0035,3671,EUR,declined,card_expired,card,2025-09-22 10:42:46
tx_00069646,w_005671,m_0221,3015,EUR,authorized,,card,2025-11-14 09:19:43
tx_00013110,w_001060,m_0194,23784,EUR,authorized,,sdd,2025-12-08 17:56:13
tx_00015235,w_001228,m_0251,23659,EUR,declined,insufficient_funds,card,2025-09-06 13:13:57
tx_00058052,w_004744,m_0285,9663,EUR,refunded,,card,2025-09-17 05:27:49
tx_00049899,w_004064,m_0089,10541,EUR,authorized,,sdd,2025-10-31 08:42:48
tx_00004641,w_000381,m_0227,6208,EUR,authorized,,sdd,2025-07-17 00:52:01
tx_00054589,w_004457,m_0143,5737,EUR,declined,insufficient_funds,sdd,2025-07-28 15:12:01
tx_00028549,w_002325,m_0263,1388,EUR,refunded,,sdd,2025-11-23 16:45:53
tx_00045668,w_003698,m_0051,5899,EUR,authorized,,sdd,2025-07-15 02:16:57
tx_00034048,w_002759,m_0068,9481,EUR,authorized,,card,2025-07-26 18:55:28
tx_00034657,w_002812,m_0223,1017,EUR,authorized,,card,2025-11-26 23:30:15
tx_00007938,w_000631,m_0046,53322,EUR,authorized,,card,2025-12-04 09:02:45
tx_00065609,w_005350,m_0064,15334,EUR,authorized,,card,2025-11-26 08:15:42
tx_00011243,w_000920,m_0137,6471,EUR,authorized,,card,2025-09-02 18:01:11
tx_00051118,w_004156,m_0208,12381,EUR,declined,technical_error,card,2025-11-22 13:09:28
tx_00011029,w_000901,m_0296,5242,EUR,authorized,,card,2025-12-25 09:35:53
tx_00063462,w_005155,m_0060,1933,EUR,authorized,,card,2025-11-23 20:03:16
tx_00070578,w_005746,m_0169,2964,EUR,authorized,,sdd,2025-12-14 04:47:39
tx_00004363,w_000359,m_0042,10603,EUR,authorized,,card,2025-12-24 22:06:09
tx_00042546,w_003424,m_0061,5934,EUR,authorized,,card,2025-04-02 19:00:50
tx_00061562,w_005016,m_0264,20569,EUR,declined,insufficient_funds,card,2025-12-30 10:58:30
tx_00032641,w_002657,m_0251,19600,EUR,authorized,,card,2025-09-27 23:24:40
tx_00069860,w_005692,m_0131,5214,EUR,authorized,,card,2025-08-30 19:19:45
tx_00069037,w_005626,m_0290,5296,EUR,authorized,,card,2025-12-13 09:45:37
tx_00048753,w_003962,m_0159,4989,EUR,authorized,,sdd,2025-10-25 06:30:11
tx_00005258,w_000427,m_0204,1888,EUR,authorized,,sdd,2025-08-25 10:59:31
tx_00035934,w_002911,m_0073,2035,EUR,authorized,,sdd,2025-12-27 09:49:00
tx_00013853,w_001118,m_0049,3140,EUR,authorized,,sdd,2025-12-17 18:10:21
tx_00048351,w_003926,m_0166,1656,EUR,declined,card_expired,sdd,2025-12-21 08:53:13
tx_00064477,w_005253,m_0035,2329,EUR,refunded,,card,2025-09-01 18:26:57
tx_00040396,w_003244,m_0217,80560,EUR,authorized,,card,2025-11-27 11:19:54
tx_00057429,w_004695,m_0074,5135,EUR,declined,technical_error,card,2025-11-02 03:48:53
tx_00050727,w_004126,m_0101,6260,EUR,authorized,,card,2025-12-19 20:46:21
tx_00066788,w_005450,m_0222,4951,EUR,authorized,,sdd,2025-11-13 20:12:30
tx_00027558,w_002248,m_0031,4966,EUR,authorized,,card,2025-12-16 12:30:56
tx_00010103,w_000819,m_0271,10624,EUR,authorized,,sdd,2025-07-14 01:29:20
tx_00041922,w_003374,m_0226,27740,EUR,declined,technical_error,sdd,2025-10-25 06:36:41
tx_00053320,w_004347,m_0137,3070,EUR,declined,,sdd,2025-09-25 01:59:45
tx_00046631,w_003778,m_0281,3220,EUR,authorized,,card,2025-12-06 19:43:49
tx_00058507,w_004775,m_0153,46148,EUR,authorized,,sdd,2025-10-07 23:03:24
tx_00069211,w_005641,m_0311,5991,EUR,authorized,,sdd,2025-12-20 21:30:01
tx_00073077,w_005932,m_0201,8202,EUR,declined,issuer_limit_exceeded,sdd,2025-12-23 07:59:23
tx_00069565,w_005664,m_0316,4162,EUR,authorized,,card,2025-09-07 10:42:54
tx_00062216,w_005068,m_0224,9583,EUR,authorized,,sdd,2025-12-11 05:34:29
tx_00006024,w_000489,m_0258,4858,EUR,authorized,,sdd,2025-12-04 22:11:36
tx_00071764,w_005830,m_0259,2818,EUR,declined,do_not_honor,card,2025-10-07 13:06:47
tx_00036290,w_002933,m_0302,2840,EUR,authorized,,sdd,2025-12-12 18:18:57
tx_00056500,w_004614,m_0063,4931,EUR,authorized,,card,2025-08-07 06:36:36
tx_00074348,w_9189245,m_0016,7710,EUR,authorized,,card,2025-05-08 07:11:13
tx_00003946,w_000329,m_0014,15311,EUR,authorized,,sdd,2025-12-25 22:31:29
tx_00042335,w_003408,m_0141,3252,EUR,authorized,,card,2025-08-27 20:58:12
tx_00073262,w_005945,m_0229,4154,EUR,authorized,,card,2025-12-07 06:21:40
tx_00073669,w_005980,m_0293,4275,EUR,authorized,,sdd,2025-11-26 02:00:38
tx_00039157,w_003161,m_0172,6122,EUR,authorized,,sdd,2025-12-21 17:50:47
tx_00012583,w_001017,m_0262,51302,EUR,authorized,,sdd,2025-12-17 04:24:56
tx_00024256,w_001978,m_0127,7066,EUR,authorized,,card,2025-10-22 04:02:10
tx_00018289,w_001482,m_0082,6220,EUR,reversed,,sdd,2025-12-27 09:40:32
tx_00046578,w_003774,m_0253,4987,EUR,authorized,,card,2025-11-13 03:38:22
tx_00039202,w_003164,m_0304,16081,EUR,authorized,,card,2025-06-29 16:32:39
tx_00051703,w_004201,m_0151,6210,EUR,authorized,,card,2025-12-13 06:46:34
tx_00054167,w_004422,m_0294,24850,EUR,declined,issuer_limit_exceeded,card,2025-09-21 01:50:05
tx_00071584,w_005820,m_0109,4442,EUR,authorized,,card,2025-12-25 15:15:55
tx_00009066,w_000730,m_0063,1463,EUR,authorized,,card,2025-12-25 08:53:55
tx_00058475,w_004773,m_0063,2670,EUR,reversed,,card,2025-12-16 17:11:30
tx_00007552,w_000607,m_0095,4312,EUR,authorized,,card,2025-08-06 03:12:16
tx_00068868,w_005611,m_0258,4644,EUR,authorized,,sdd,2025-10-30 22:46:44
tx_00026669,w_002185,m_0269,9819,EUR,authorized,,sdd,2025-12-25 05:54:38
tx_00046159,w_003738,m_0049,1244,EUR,authorized,,sdd,2025-10-29 18:00:40
tx_00072613,w_005899,m_0201,6639,EUR,authorized,,card,2025-12-08 07:35:26
tx_00034615,w_002810,m_0098,13263,EUR,authorized,,sdd,2025-11-08 20:08:11
tx_00016903,w_001372,m_0079,6209,EUR,declined,,sdd,2025-10-20 08:40:13
tx_00026546,w_002173,m_0024,9722,EUR,authorized,,card,2025-12-21 19:39:53
tx_00066016,w_005384,m_0256,3695,EUR,authorized,,sdd,2025-09-23 01:46:54
tx_00044911,w_003625,m_0204,830,EUR,authorized,,sdd,2025-11-20 13:04:26
tx_00011199,w_000916,m_0203,3255,EUR,declined,insufficient_funds,card,2025-11-13 03:06:23
tx_00043546,w_003514,m_0214,73131,EUR,authorized,,card,2025-10-26 10:12:41
tx_00019035,w_001550,m_0007,6147,EUR,authorized,,sdd,2025-10-14 13:55:10
